# Ensemble Comparison Report (threshold = 0.02)
# Format: SMILES	Classical	Hybrid	Ensemble	(Ensemble - Classical)	(Ensemble - Hybrid)
CCNc1ccc2c(c1)OCO2	0.9255	0.9481	0.9465	+0.0210	-0.0017
O=C(Cl)c1ccc(F)c(C(F)(F)F)c1	0.9182	0.9366	0.9345	+0.0164	-0.0021
O=Cc1cccc2nc(CO)n(CC(=O)CC3NCCCC3O)c12	0.9158	0.8976	0.9167	+0.0009	+0.0191
CCOC(=O)Cn1c(=NC(=O)c2ccnn2C)sc2cc(C)ccc21	0.9474	0.9407	0.9577	+0.0103	+0.0170
Cc1ccc(NC(=O)Nc2c(F)cc(F)cc2F)cc1Nc1ccc2c(c1)NC(=O)C2=Cc1ccc[nH]1	0.9449	0.9608	0.9598	+0.0150	-0.0010
CC(C)(C)c1ccc2[nH]c(-c3ccc(C(F)(F)F)cc3)c(CCCCN)c2c1	0.9059	0.9062	0.9168	+0.0110	+0.0106
Cc1cc(C)c(NC(=O)c2n[nH]c(C3CC3)n2)c(C)c1	0.9164	0.9066	0.9183	+0.0019	+0.0118
Cc1ccc(NC(=O)c2cc(C)nn2-c2ccccc2)cc1	0.9335	0.9480	0.9507	+0.0172	+0.0027
CCOc1ccc(-n2nc3cc(C)c(NC(=O)COc4ccc(C(C)CC)cc4)cc3n2)cc1	0.9337	0.9368	0.9446	+0.0108	+0.0077
Br/C=C1\C(=C2c3ccccc3-c3ccccc32)C(Br)C12c1ccccc1-c1ccccc12	0.9001	0.8690	0.9061	+0.0060	+0.0371
CCOc1ccccc1-c1cc(C(=O)NN=Cc2c(Cl)cccc2Cl)[nH]n1	0.9053	0.9189	0.9176	+0.0123	-0.0013
C#CC(=O)OCCCCCCCCCCBr	0.8959	0.8701	0.8991	+0.0032	+0.0290
O=C(C(=O)c1ccccc1Cl)c1ccccc1Cl	0.8427	0.8801	0.8759	+0.0332	-0.0042
O=C1CC(C(=O)O)=NC(C2CCC2)=N1	0.8943	0.9044	0.9086	+0.0142	+0.0042
CC(C)(C)CC(C)(C)NC(=O)C(=O)N1CCOCC1	0.9092	0.9061	0.9175	+0.0083	+0.0114
CCOc1ccc(N=Nc2ccc(O)cc2)cc1	0.9529	0.9477	0.9551	+0.0022	+0.0074
CC1(O)Cc2oc3cc(O)c(O)c(C(=O)O)c3c(=O)c2CO1	0.8349	0.8365	0.8443	+0.0093	+0.0077
Cc1cc(C2(c3cc(C)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)c(C)c(Br)c1O	0.9602	0.9497	0.9594	-0.0008	+0.0097
CCc1cccc(CC)c1NCc1cncc(F)c1	0.8627	0.8372	0.8654	+0.0027	+0.0282
CCCC(=O)C(CC)CC	0.9471	0.9524	0.9567	+0.0095	+0.0043
COCC1CCN(C(N)=NN)C1	0.8864	0.8485	0.8757	-0.0107	+0.0272
O=C1CCC(=O)C1	0.7885	0.7056	0.7661	-0.0224	+0.0605
CCOc1ccc(OC(O)=NCCSc2ccccc2)cc1	0.9823	0.9597	0.9784	-0.0039	+0.0187
Cc1ccc(C(=O)c2cn(Cc3ccc(N4CCCC4=O)cc3)c3nc(C)ccc3c2=O)c(C)c1	0.9133	0.9433	0.9447	+0.0314	+0.0015
[O-][n+]1ccncc1Cl	0.6972	0.7402	0.7470	+0.0498	+0.0069
COc1ccc(COC(=O)Sc2nc(C)cc(C)n2)cc1	0.9101	0.8994	0.9159	+0.0059	+0.0165
C=C(OC)C1CC(O)C=C1C(=O)OC	0.9178	0.9312	0.9353	+0.0175	+0.0041
Nc1cc(Cl)c(N)cc1Cl	0.6719	0.6760	0.6809	+0.0090	+0.0049
Cc1cccc(CNCc2cccnc2Oc2ccccc2C)n1	0.9660	0.9660	0.9763	+0.0104	+0.0103
Cc1cc(Oc2ccc(F)cc2Cl)ccc1N	0.9229	0.9446	0.9403	+0.0174	-0.0043
c1ccc(CSc2ccccc2)cc1	0.9321	0.9506	0.9506	+0.0185	-0.0000
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C	0.9798	0.9801	0.9833	+0.0035	+0.0032
Cc1ccc2c(C)ccc(C(C)C)c2c1	0.8525	0.8520	0.8685	+0.0160	+0.0165
CCOc1cc(C=C2SC(=O)N(Cc3ccccc3C)C2=O)ccc1OC(=O)c1ccc(F)cc1	0.9751	0.9747	0.9818	+0.0068	+0.0071
CC1CC2C3CC(F)C4=CC(=O)CCC4(C)C3(F)C(=O)CC2(C)C1C(=O)C(=O)O	0.8906	0.8851	0.8947	+0.0041	+0.0096
CC(C)CC1=NN(C(N)=S)C(O)(C(F)(F)F)C1	0.8482	0.8653	0.8787	+0.0304	+0.0133
CN(C(=O)c1ccccc1)N(C)C(=O)c1ccccc1	0.8263	0.8097	0.8282	+0.0019	+0.0185
CS(=O)(=O)c1ccc(Cl)c(NC(=O)c2cc(=O)[nH]c3ccc(S(=O)(=O)N4CCOCC4)cc23)c1	0.9458	0.9615	0.9599	+0.0141	-0.0016
O=C1C=C2C=CC=CC23CCCC=C3SC1	0.7961	0.7576	0.7910	-0.0051	+0.0334
COC(=O)c1cc2cc(OC(=O)O)[nH]c2cc1C	0.8654	0.9342	0.9065	+0.0411	-0.0276
CCCCCc1nnc(NC(=O)Nc2ccccc2)s1	0.9197	0.8953	0.9204	+0.0007	+0.0251
COc1cc(/C=C(\C#N)C(=O)O)cc(Br)c1OCc1ccccc1	0.8929	0.8308	0.8785	-0.0143	+0.0477
COC(=O)C(=O)OC1CC1C=O	0.7984	0.8624	0.8380	+0.0397	-0.0243
O=C(Nc1ccccc1F)c1cnc(Nc2ccccc2)nc1	0.9144	0.9633	0.9462	+0.0318	-0.0171
C=CCC(C)CC	0.9724	0.9672	0.9788	+0.0064	+0.0116
Cc1cc(C)c(C(=O)Nc2cc(Cl)ccc2Cl)cc1N	0.9250	0.9135	0.9249	-0.0000	+0.0114
Cn1cnc(-c2ccc(Nc3cc(NC(=O)C4CC4(F)F)nc4nc(C(F)F)[nH]c34)c(S(C)(=O)=O)c2)c1	0.8674	0.8704	0.8787	+0.0113	+0.0084
CC1CC(C(=O)O)CCN1C(=O)N1CC(=O)NC(=O)C1	0.8779	0.9171	0.9100	+0.0321	-0.0071
S=CCc1ccc2cc1C2	0.5765	0.5626	0.5766	+0.0001	+0.0140
COC(=O)C(C=CC1=C(C)CCCC1(C)C)=CC=NOC(C)=O	0.7378	0.7975	0.7739	+0.0361	-0.0236
CC(=O)c1ccc2c(C)cc(C)cc(C)c1-2	0.8808	0.8822	0.8918	+0.0110	+0.0096
C[C@@H](N=C=S)c1ccccc1	0.8047	0.8111	0.8182	+0.0134	+0.0070
CCN(CC(C)C#N)C(=O)c1ccccc1S(=O)(=O)C(C)C	0.8782	0.8690	0.8812	+0.0030	+0.0122
COC(CO)c1cccnc1Oc1ccc2c([nH]n2CC2CC2)c1Br	0.8125	0.8518	0.8453	+0.0329	-0.0064
CC(C)(C)n1c(NC(=O)c2cc(Br)ccc2F)nc2ccccc21	0.9062	0.9161	0.9210	+0.0147	+0.0048
CC(NC(=O)c1csc(NC(=O)c2ccccc2F)n1)c1ccccc1	0.9265	0.9233	0.9355	+0.0090	+0.0123
NN=C(O)c1cnn(-c2ccccc2)c1N	0.8578	0.8694	0.8740	+0.0162	+0.0046
CCc1nn(C)cc1CNCC(=O)Nc1cccc(Cl)c1	0.8745	0.9172	0.9099	+0.0354	-0.0073
Brc1ccc2c3c(cccc13)CC2	0.7707	0.7552	0.7831	+0.0124	+0.0279
N#CC(C(=O)COc1ccc2ccccc2c1)c1ccccc1	0.9241	0.9253	0.9331	+0.0090	+0.0078
O=C(O)c1ccc(SCc2ccc(Br)cn2)nc1	0.9219	0.9011	0.9252	+0.0033	+0.0240
CC1OC(=O)N(c2ccccc2)C1=O	0.8563	0.9200	0.9035	+0.0472	-0.0165
CCNC(=NCc1ccccc1OC)NCC(O)(CC)CC	0.9442	0.9496	0.9546	+0.0105	+0.0051
CCCOC(=O)c1cccc(C(N)=O)n1	0.8479	0.8462	0.8563	+0.0084	+0.0100
Fc1ccc(-c2cnc3[nH]ncc3c2-c2cncnc2N2CCC2)c(F)c1	0.8962	0.8629	0.8859	-0.0103	+0.0230
CCCN(C(=O)c1cccs1)C(C)c1nc2ccccc2c(=O)n1-c1ccc(F)cc1	0.9488	0.9632	0.9622	+0.0134	-0.0010
C/C(CCc1ccccc1)=N/NC(=N)O	0.8962	0.9220	0.9193	+0.0232	-0.0027
O=C(O)CN(C(=O)c1ccnn1CC1CCC1)C1CCCCC1	0.9201	0.9138	0.9278	+0.0077	+0.0140
N#Cc1nc2ccccc2nc1C#N	0.8087	0.8375	0.8368	+0.0281	-0.0007
CN=C(N)SC(C)(COC)Cc1cc(NC(=O)c2cnc(OCC(C)C)cn2)ccc1F	0.9433	0.9399	0.9485	+0.0053	+0.0086
O=[N+]([N-]c1ccccc1)c1ccccc1	0.7543	0.8278	0.8090	+0.0547	-0.0188
CCCCN1C(=O)NC(c2cccc(NC(=O)Nc3cc(OC)cc(OC)c3)c2)C(C(=O)OCC)=C1C	0.9779	0.9724	0.9839	+0.0060	+0.0114
O=c1oc2c(Br)c(O)ccc2c2ccc(O)cc12	0.8356	0.8752	0.8679	+0.0324	-0.0073
Cc1ccc(-c2ccoc2)cc1C(=O)Nc1cc(-c2ccccc2)ccc1C(=O)OC(C)(C)C	0.8780	0.8515	0.8696	-0.0083	+0.0181
CCC(=O)c1c(O)cc(O)cc1O	0.9138	0.8843	0.9073	-0.0066	+0.0229
CC(C)(C)NS(=O)(=O)c1ccccc1	0.9480	0.9571	0.9613	+0.0133	+0.0042
Cc1ccccc1C(O)COCCC(F)(F)F	0.9038	0.9209	0.9264	+0.0226	+0.0055
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	0.9442	0.9636	0.9643	+0.0201	+0.0006
CCSCc1ccccc1OC(O)=NC	0.8911	0.8761	0.8916	+0.0005	+0.0155
O=C(O)c1cc(I)ccc1Cl	0.8596	0.8779	0.8783	+0.0188	+0.0004
CCCCC(CC)COC(=O)CCSCCC(=O)OCC(CC)CCCC	0.9583	0.9715	0.9689	+0.0106	-0.0027
COC(=O)c1ccc(Oc2ccc(C3OC(CO)C(O)C(O)C3O)cc2)cc1	0.9165	0.9055	0.9192	+0.0027	+0.0137
CCN1CCC(N(C)C(=O)C(=O)NCC#N)CC1	0.9127	0.8866	0.9115	-0.0011	+0.0249
C=CC(=O)OCC(CC(F)(F)CC(F)(F)CCC(F)(F)F)OC(C)C	0.9306	0.9179	0.9303	-0.0004	+0.0124
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(-c4ccc(Br)cc4)o3)c(=O)n2C1c1ccc(N(C)C)cc1	0.9774	0.9756	0.9799	+0.0025	+0.0043
Cc1cnc(Oc2ccc(C(=O)c3nc4ccccc4[nH]3)cc2)c(-c2ccnc(C)c2)c1	0.9484	0.9410	0.9499	+0.0015	+0.0090
CC1(C)OC(c2cccc(C=Cc3ccc4ccc(Cl)cc4n3)c2)CCc2ccccc21	0.7749	0.8810	0.8420	+0.0671	-0.0390
CCC(CC)(CC)CC	0.7514	0.7739	0.7706	+0.0192	-0.0034
CC(=O)OC1=C(Cl)C2(C)CCCCC12	0.8627	0.8821	0.8814	+0.0187	-0.0007
CCCCN1CCCN(Cc2ccc(Cl)c(NSc3ccc4ccccc4c3)c2)CC1	0.7269	0.7783	0.7581	+0.0312	-0.0203
COC(=O)C1=C(C(=O)OC)C2CC1C1C(C(C)=O)C21	0.8703	0.8125	0.8489	-0.0214	+0.0363
CC/C=C/CCCC	0.9662	0.9599	0.9689	+0.0026	+0.0089
C/C=C/C(=O)OCc1ccccc1	0.9475	0.9478	0.9580	+0.0105	+0.0102
CC(C)c1c(CCBr)[nH]c2ccccc12	0.9210	0.9098	0.9220	+0.0010	+0.0121
Cc1ccc(C[C@H](N)c2ccccc2)cc1	0.9757	0.9765	0.9807	+0.0050	+0.0042
Cc1cc(C(O)=C2C(=O)C(=O)N(c3ccc(F)c(F)c3)C2c2ccccc2)ccc1F	0.9607	0.9392	0.9553	-0.0054	+0.0161
OC(=N/N=C/c1ccccc1O)c1cc2ccccc2cc1O	0.9557	0.9494	0.9687	+0.0130	+0.0193
CC(C)(C)NC[C@H](O)CO	0.9187	0.9315	0.9330	+0.0143	+0.0015
CSCCC(NC(=O)C(C#N)=CNC12CC3CC(CC(C3)C1)C2)C(=O)O	0.8824	0.9313	0.9236	+0.0412	-0.0077
CC12CCC3C(CCC4CCCCC43COC=O)C1(O)CCC2C1=CC(=O)OC1	0.9503	0.9186	0.9440	-0.0063	+0.0254
NC(=O)c1ccc(C(CO)CO)c(C(N)=O)c1C(CO)CO	0.8950	0.8352	0.8775	-0.0175	+0.0423
O=c1c(O)ccccc1OS(=O)(=O)c1ccccc1	0.9592	0.9542	0.9635	+0.0043	+0.0092
COC(=O)C1=C(C)N=c2sc(=Cc3cc(OC)ccc3OC)c(=O)n2C1c1ccc(OC)cc1	0.9746	0.9775	0.9827	+0.0081	+0.0053
CCCCn1cc(C=O)c2cc(C(=O)O)ccc21	0.8857	0.9075	0.9070	+0.0213	-0.0005
N#Cc1ccc(O)c(Br)c1	0.8836	0.8782	0.8882	+0.0046	+0.0101
CCc1ccc(C(O)c2c(Br)cnn2CCN(C)C)cc1	0.8814	0.8918	0.8939	+0.0125	+0.0021
O=C(O)/C=C/c1ccc(O)c(O)c1	0.9634	0.9612	0.9650	+0.0016	+0.0037
Cc1ccc(Nc2cnc(C(=O)NCc3ccc4c(c3)OCO4)cn2)c(C)c1	0.9825	0.9722	0.9834	+0.0009	+0.0111
CNc1cc(C(C)=O)ccc1[N+](=O)[O-]	0.8954	0.8986	0.9057	+0.0103	+0.0071
CCc1nc2cc(NC(=O)c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2o1	0.9599	0.9416	0.9552	-0.0047	+0.0137
CCCCC#CC(=O)OCC	0.9687	0.9724	0.9747	+0.0061	+0.0024
CC/C=C\CCCCCO	0.9700	0.9829	0.9806	+0.0107	-0.0023
Nc1ccc(Cl)nc1Nc1cc(C(F)(F)F)ccc1Br	0.9339	0.9178	0.9342	+0.0003	+0.0164
Oc1ccccc1O	0.8246	0.8383	0.8406	+0.0160	+0.0023
CC=CCC1CC(C)OCCC2(C)OC2(O)CC(C(C)=Cc2coc(C)n2)OC(=O)CC(O)C(C)(C)C1=O	0.9241	0.8895	0.9147	-0.0095	+0.0251
c1ccc(CC2CCN(CCCCCCn3c4ccccc4c4ccccc43)CC2)cc1	0.9609	0.9780	0.9749	+0.0141	-0.0031
CC(C)(C)OC(=O)CCOc1ccc2ccccc2c1	0.9716	0.9587	0.9771	+0.0055	+0.0184
Cc1cc(C(F)(F)F)nc2sc(C(N)=O)c(NC(=O)c3c(-c4ccccc4)nn(-c4ccccc4)c3C)c12	0.9348	0.9296	0.9458	+0.0110	+0.0162
NC(=C[N+](=O)[O-])C(F)(F)F	0.7320	0.7938	0.7877	+0.0557	-0.0061
CCCCCCC(=O)N1C(=O)OCC1C(C)C	0.9611	0.9502	0.9665	+0.0054	+0.0163
Cc1cc(C)cc(N(C)c2cccc(Cl)c2CO)c1	0.9184	0.8956	0.9163	-0.0020	+0.0207
COCCNCC(=O)N(C)Cc1ncn[nH]1	0.8846	0.9347	0.9234	+0.0388	-0.0112
COc1cc2oc(=O)ccc2c(Oc2ccc3ccc(=O)oc3c2)c1OC	0.9104	0.9011	0.9158	+0.0054	+0.0147
N#Cc1c(NCc2ccccc2)c2ccccc2[nH]c1=O	0.8406	0.8461	0.8502	+0.0095	+0.0040
CCn1c(-c2ccc(C(=O)Nc3ccc(OC)c(OC)c3)cc2)c(N)c2ccc(OC)cc21	0.9371	0.9133	0.9310	-0.0061	+0.0177
OC(Cc1ccccc1)=Nc1ccc(Cl)c(Cl)c1	0.8787	0.8766	0.8892	+0.0105	+0.0126
Cc1cc(NC(=O)c2ccc(O)c(O)c2C)ccc1O	0.9277	0.9211	0.9415	+0.0138	+0.0204
CCC(Cl)CCCS(=O)(=O)NC(C)(C)C	0.8996	0.9308	0.9262	+0.0267	-0.0046
CC=c1[nH]n(C)c(=O)c1=Cc1c(CC)[nH]n(C)c1=O	0.8648	0.9113	0.9024	+0.0376	-0.0089
CC1CN(c2nccc3oc(-c4cnc5ccc(OCCCS(C)(=O)=O)nn45)cc23)CC(C)O1	0.9374	0.9314	0.9457	+0.0083	+0.0143
COc1ccccc1-c1csc(Nc2ccc(N(C)C)cc2)n1	0.9549	0.9266	0.9458	-0.0091	+0.0192
COCC(=O)Cn1ccc2cc([N+](=O)[O-])ccc21	0.8956	0.9039	0.9099	+0.0142	+0.0059
CC1CCC2C(CCCN2C(=O)Cc2csc(NC(=O)c3ccco3)n2)C1	0.8910	0.9305	0.9250	+0.0340	-0.0055
CC(C)CC(=O)/C=C/c1ccccc1O	0.9494	0.9393	0.9538	+0.0044	+0.0145
COc1cc(N=Nc2ccc([N+](=O)[O-])cc2)c(O)cc1N=Nc1ccc(N(CCO)CCO)cc1	0.9483	0.9552	0.9580	+0.0097	+0.0027
Cc1cc(C)n2nc(C(=O)Oc3ccc(C(=O)c4ccc(F)cc4)cc3)nc2n1	0.9016	0.8974	0.9039	+0.0024	+0.0065
CCCCCNCCO	0.9515	0.9720	0.9672	+0.0156	-0.0049
CSC(=S)NN=C1CCCCC1=NNC(=S)SC	0.7216	0.6943	0.7245	+0.0029	+0.0301
CCCCC(C=NNC(=O)NC(=O)OC)NC(=O)OC(C)(C)C	0.9302	0.9099	0.9257	-0.0045	+0.0158
C=CCC(O)C(CC=C)c1ccc2ccccc2c1	0.9265	0.9323	0.9365	+0.0100	+0.0042
COC(=O)Cc1ccc(O)cc1	0.9435	0.9667	0.9617	+0.0182	-0.0050
COc1ccc(-n2nnc3c(SCC(=O)NCC4CCCO4)ncnc32)cc1	0.9456	0.9583	0.9571	+0.0116	-0.0012
CCCCC(CC)COC(=O)c1ccccc1	0.9623	0.9557	0.9639	+0.0016	+0.0083
c1cc2c(c3c1OCCO3)c1ccc3c(c1c1ccc4c(c21)OCCO4)OCCO3	0.9092	0.8815	0.9085	-0.0007	+0.0270
C[C@@H](N)c1ccc(Br)cc1	0.9673	0.9583	0.9667	-0.0006	+0.0084
CCCCCCCCCCCc1ccccc1	0.9923	0.9909	0.9940	+0.0017	+0.0031
Cn1c(-c2ccnc(Nc3ccncc3)n2)c(-c2ccc(F)cc2)c(=O)n1C	0.9188	0.8990	0.9161	-0.0027	+0.0171
COC1CCC(C(N)=O)=CO1	0.8499	0.8689	0.8667	+0.0168	-0.0022
C=CC(=O)NCCC(NC)NC	0.9221	0.9225	0.9317	+0.0096	+0.0092
O=S(=O)(Cl)c1cccc(S(=O)(=O)Cl)c1	0.9317	0.9279	0.9421	+0.0104	+0.0142
CC1=C2C(=O)OC3CCC(C)(C)C(CC1)C23C	0.7569	0.8930	0.8505	+0.0935	-0.0426
CCOc1ccc2nc(N(Cc3ccccn3)C(=O)Cc3ccc(SC)cc3)sc2c1	0.9391	0.9512	0.9565	+0.0174	+0.0053
COc1cc(Cl)c(C)cc1Nc1ccnc(NCCc2ccccc2F)n1	0.9683	0.9695	0.9745	+0.0062	+0.0050
O=C(O)COc1ccccc1Cl	0.9631	0.9650	0.9721	+0.0090	+0.0071
CN(C)CCCNc1nc2ccccc2n2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12	0.9144	0.9316	0.9411	+0.0267	+0.0095
Cc1cccc(Cn2c(C(C)Cl)nc3cccnc32)c1	0.9800	0.9762	0.9820	+0.0020	+0.0058
Cc1nc(-c2cccc([N+](=O)[O-])c2)nc2oc(=O)c(NC(=O)c3ccccc3)cc12	0.8935	0.9399	0.9240	+0.0305	-0.0160
Cc1cc(Nc2nc(C3CCN(C(=O)CN(C)C)CC3)cn3cccc23)n[nH]1	0.9343	0.9288	0.9382	+0.0039	+0.0094
CCn1ncc2c(NC3CCOCC3)c(-c3nc(C(=O)NC4CCOCC4)co3)cnc21	0.8880	0.9133	0.9126	+0.0247	-0.0006
CCCC(O)=NC1CCCCC1	0.9345	0.9138	0.9365	+0.0020	+0.0228
COc1cccc(Oc2ccc(C(F)(F)F)cc2NC(=O)Cn2c(=O)[nH]c(=O)c3ccccc32)c1	0.9460	0.9548	0.9583	+0.0123	+0.0035
CC(C)(CNC(=O)c1ccnc2ccncc12)N1CCCCC1	0.9280	0.9427	0.9582	+0.0301	+0.0155
N#CCN1CCN(c2nc(-c3ccncc3)nc3ccccc23)CC1	0.9161	0.8816	0.9146	-0.0015	+0.0330
CN=C(NCc1cccc(NC(=O)c2ccco2)c1)N1CCN(c2ccc(F)cc2)CC1	0.9381	0.9516	0.9513	+0.0133	-0.0003
CC(=CC=O)C=C1CCCCC1	0.8860	0.8178	0.8695	-0.0165	+0.0517
O=C(COc1ccc2oc3ccccc3c2c1)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1	0.9591	0.9535	0.9634	+0.0042	+0.0099
[C-]#[N+]c1cnc2c(NC3CC3)nc(Nc3cc(C#N)cc(C4CCN(C5CCC5O)CC4)c3Cl)nn12	0.9239	0.9385	0.9372	+0.0133	-0.0013
COc1ccccc1C(=O)Nc1ccc(Nc2cccc(NC(C)=O)c2)cn1	0.9564	0.9115	0.9453	-0.0111	+0.0338
CCOC([O-])=C([N+]#N)S(=O)(=O)c1ccc(Cl)cc1	0.8812	0.8624	0.8835	+0.0023	+0.0211
O=S(=O)(Oc1ccccc1)c1ccccc1Cl	0.9325	0.9207	0.9368	+0.0043	+0.0162
CCCCCCOc1ccc(C(=O)/C=C/c2ccc(SC)cc2)cc1	0.9786	0.9804	0.9828	+0.0042	+0.0024
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC	0.9828	0.9674	0.9815	-0.0013	+0.0141
CC(C)NC(=O)C(=O)O	0.7200	0.7391	0.7336	+0.0136	-0.0055
CCN(CC)S(=O)(=O)c1sc(Nc2nc(C3=CCCCC3)cn3c(-c4coc(C#N)c4)cnc23)cc1C	0.8883	0.9082	0.9078	+0.0196	-0.0004
CC(=CNC(=O)N1CCOCC1)C1CC1	0.9215	0.9517	0.9449	+0.0234	-0.0069
Cc1ccc(Oc2ccnc(Nc3ccc(S(=O)(=O)NCCN4CCCCC4)cc3)c2)c(C)n1	0.9113	0.9305	0.9324	+0.0210	+0.0019
CCCC1NC(c2cccs2)N(CCC2CC2)C1=O	0.8763	0.8918	0.8949	+0.0186	+0.0032
CCNCCN	0.9573	0.9624	0.9669	+0.0096	+0.0045
CC(O)=NCCO	0.9202	0.9036	0.9178	-0.0024	+0.0143
O=C1Cc2ccccc2C(=O)O1	0.8425	0.8038	0.8328	-0.0098	+0.0290
O=C(c1cccc2cc3c(C(=O)C4CCCCC4)cccc3cc12)C1CCCCC1	0.8497	0.7910	0.8354	-0.0143	+0.0444
CC(C(=O)O)C(=O)N(C)C(C)c1ccc(F)cc1	0.8845	0.9070	0.9063	+0.0218	-0.0007
CC(=O)OC[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H](/C=N\NS(=O)(=O)c1ccc(C)cc1)OC(C)=O	0.8246	0.8486	0.8443	+0.0198	-0.0043
N[C@H](Cc1ccc2ccccc2c1)C(=O)O	0.9887	0.9865	0.9904	+0.0017	+0.0039
COc1cccc2nc3c(Cl)cccc3nc12	0.9402	0.9201	0.9367	-0.0035	+0.0166
CN1CCN(C(=O)c2cc(NN=Cc3cccs3)nc3ccccc23)CC1	0.9137	0.9390	0.9369	+0.0232	-0.0021
Cc1cc(N)ccc1Nc1ccc(Cl)cc1Cl	0.9315	0.9243	0.9384	+0.0069	+0.0141
NC(=O)c1cccc2c(C3NC4=C(CC=CN=C4)C(NCc4ccccc4)N3)scc12	0.8882	0.8873	0.8912	+0.0030	+0.0039
c1ccc(-c2ccc(-c3ccc(Nc4cccc5c4c4ccccc4n5-c4ccccc4)cc3)cc2)cc1	0.9036	0.9264	0.9235	+0.0199	-0.0029
Cc1cc(C)n(CC(=O)N2CCN(c3nc4c(Cl)cccc4s3)CC2)n1	0.8844	0.9018	0.9025	+0.0181	+0.0007
CN(Cc1ccccc1Br)C(=O)c1ccc(NN)nn1	0.8247	0.8741	0.8532	+0.0285	-0.0209
CC1(C)COCCN1c1ccc(C#N)c(C(F)(F)F)c1	0.9482	0.9045	0.9383	-0.0099	+0.0338
COc1ccc(C=Nc2cccnc2)cc1OC	0.9499	0.9242	0.9587	+0.0088	+0.0345
OCC(CO)OCC(COC(CO)CO)OC(COC(CO)CO)COC(CO)CO	0.8000	0.9325	0.8759	+0.0759	-0.0566
CCCCCCCCCn1c(C=Cc2ccccc2)nc2ccccc21	0.8931	0.8925	0.8990	+0.0059	+0.0065
C=CC(=O)N1CCCC(c2cc3[nH]nc(N)c3c(-c3ccc(Oc4ccccc4)cc3)n2)C1	0.9354	0.9505	0.9465	+0.0111	-0.0040
N#CC(=O)NCCCCNC(=O)C#N	0.7790	0.8246	0.8162	+0.0373	-0.0083
CC(=O)Nc1ccc(NC(=O)C(NC(=O)c2ccc(F)cc2)C(C)C)c(Cl)c1	0.9524	0.9705	0.9701	+0.0177	-0.0004
O=C(c1cccc(C(F)(F)F)c1)C(F)(F)F	0.8940	0.9045	0.9108	+0.0167	+0.0063
COc1ccc(NC(=O)c2nnc(CCCC(=O)NCc3ccccc3C)s2)cc1	0.9545	0.9637	0.9638	+0.0093	+0.0000
CCCCCCCCCCCC(O)=NC(CCCC)C(=O)OCC(O)CO	0.9323	0.9550	0.9537	+0.0214	-0.0013
O=C(NCc1cccc2ccccc12)N1CCCC(c2nnc(C(F)(F)F)o2)C1	0.8924	0.9166	0.9105	+0.0182	-0.0061
[2H]C(c1c[nH]c2ccccc12)C(N=C(C)O)C(=O)O	0.9343	0.9255	0.9382	+0.0040	+0.0128
Fc1cc(Br)cc(Oc2ncc(Br)cc2CCl)c1F	0.9081	0.8906	0.9101	+0.0021	+0.0195
CC1(C)C(=O)N(Cc2ccccc2Br)S1(=O)=O	0.7300	0.8100	0.7848	+0.0548	-0.0252
CCOc1ccc(Nc2ccccc2[N+](=O)[O-])cc1	0.9804	0.9742	0.9829	+0.0025	+0.0087
CCOc1ccc(NCN2C(=O)CCC2=O)cc1	0.9424	0.9147	0.9357	-0.0067	+0.0210
CCCCCCC(OCC)OCC	0.9864	0.9756	0.9853	-0.0011	+0.0097
CCC(CC)P(=O)(Oc1ccc(Cl)cc1)OS(=O)O	0.8105	0.8542	0.8417	+0.0312	-0.0124
CC1=CCC(O)C(C(=O)O)=C1	0.8838	0.8599	0.8799	-0.0039	+0.0200
CCCCNC(=O)C(C)Sc1nnc2c3ccccc3n(Cc3ccccc3)c2n1	0.8702	0.9114	0.8998	+0.0297	-0.0116
COc1ccc(OC)c(C2CN(C(=O)c3ccc(Cl)cc3)CC2C(=O)NCC2CC2)c1	0.9157	0.9087	0.9210	+0.0054	+0.0123
CC(=O)Nc1ccc(C=NNC(=O)c2ccc3ccccc3c2O)cc1	0.9457	0.9199	0.9447	-0.0010	+0.0249
CNC(=O)C(=O)NC	0.8070	0.7432	0.8132	+0.0062	+0.0700
O=C1NC2(CCCCC2)C(=O)N1CCOc1cccc2ccccc12	0.7636	0.7990	0.7885	+0.0249	-0.0105
CC(C)(C)c1ccc([N+](=O)[O-])cc1	0.9219	0.9347	0.9360	+0.0141	+0.0013
CCOC(=O)C1CCCN(C(=O)CSc2nc3cc(Cl)ccc3n2C)C1	0.9048	0.9516	0.9382	+0.0334	-0.0134
COc1nc(C)nc(=N)[nH]1	0.7298	0.7931	0.7908	+0.0610	-0.0024
